Title,Pembimbing,Keywords,NIM
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221014
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221014
Perancangan Antarmuka Pengguna Web Mata Kuliah Interaksi Manusia Komputer untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, antarmuka pengguna grafis, proses, pengalaman pengguna, antarmuka pengguna",G6401221015
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221015
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221015
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401221015
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401221015
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221016
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221016
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221016
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221016
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221016
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221017
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221017
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221017
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221017
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221017
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221018
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221018
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221018
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221018
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221018
Rancang Bangun Jaringan MPLS-VPN Menggunakan Switch OpenFlow sebagai Arsitektur Layer 2.,"Dr. Eng Heru Sukoco, S.Si, MT","control plane, jitter, packet loss, software, tcp, udp, wan, kondisi, kinerja jaringan",G6401221019
Sistem Cerdas Penentuan Status Hara dan Rekomendasi Pemupukan Kelapa Sawit Menggunakan Citra Sentinel-1 untuk Mendukung Pertanian Presisi,"Prof. Dr. Ir. Agus Buono, M.Si., M.Kom.","computer vision, cross validation, data cleaning, data integration, data mining, machine learning, radar, random forest, selection, sensor, validation, proses akuisisi, hamburan balik, meningkatkan, visi komputer, kondisi, penghematan biaya, analisis data, pembersihan data, penambangan data, proses penambangan data, gambar, ekonomi, mesin, akuisisi gambar, sistem informasi, sistem cerdas, pembelajaran mesin, algoritma pembelajaran mesin, proses penambangan, sensor optik, optik, proses, manajemen produksi, citra radar, sensor radar, hutan acak, mulai, rekomendasi, kinerja rekomendasi, pengambilan, inovasi teknologi, penundaan waktu, validasi",G6401221019
Pengembangan Sistem Informasi Penyewaan Modem Wifi untuk Wisatawan menggunakan Metode Prototyping (Studi Kasus: Wifi Republic).,"Dean Apriana Ramadhan, S.Komp., M.Kom.","prototyping, smartphone, wifi, fungsi, modem",G6401221019
Perancangan Pengalaman Pengguna Pada Aplikasi Situs Web Administrator IPB Digitani Menggunakan Metode The Five Planes,"Irman Hermadi, S.Kom, MS, P.hD","meningkatkan, proses",G6401221019
Pengembangan Frond-End Sistem Manajemen Pengetahuan Jamu Berbasis Web Menggunakan Metode Prototyping,"Dr. Sony Hartono Wijaya, S.Kom, M.Kom","library, prototyping, kombinasi",G6401221019
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221020
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221020
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221020
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221020
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221020
Perancangan Antarmuka Pengguna Web Mata Kuliah Interaksi Manusia Komputer untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, antarmuka pengguna grafis, proses, pengalaman pengguna, antarmuka pengguna",G6401221021
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401221021
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221021
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401221021
Instrumentasi Kode Program Secara Otomatis Untuk Path Testing.,"Irman Hermadi, S.Kom, MS, P.hD","c, matlab, kemungkinan, proses, bahasa pemrograman, perangkat lunak",G6401221021
Penerapan Metode Wilson pada Prototipe Online Marketplace Kado,"Firman Ardiansyah, S.Kom., M.Si.",,G6401221022
Sistem Penunjang Keputusan Cerdas Pengembangan Bioenergi Kelapa Sawit Berkelanjutan di Indonesia.,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom",,G6401221022
Perancangan Interaksi Manusia - Tanaman sebagai Edukasi Perawatan Tanaman,"Auzi Asfarian, S.Komp., M.Kom.",,G6401221022
Analisis Potensi  Ekstrak Adenostemma lavenia dan Ageratum conyzoides sebagai Inhibitor Interleukin-6,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",,G6401221022
Perancangan Mobile user Experience Aplikasi Blood Donation Untuk Palang Merah Indonesia Kota Bogor,"Irman Hermadi, S.Kom, MS, P.hD",,G6401221022
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221023
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221023
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221023
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221023
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221023
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221024
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221024
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221024
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221024
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221024
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221025
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221025
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221025
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221025
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221025
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221026
Pengembangan dan Optimasi Pangkalan data NoSql pada Sistem Patriot Pangan,"Dr. Yani Nurhadryani, S.Si, MT","nosql, scrum, meningkatkan, proses, arsitektur sistem",G6401221026
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401221026
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401221026
Pengembangan Sistem Rantai Pasok Buah Mangga Berbasis Multi-channel Blockchain Pada Sisi Back end Menggunakan Metode Prototyping.,"Irman Hermadi, S.Kom, MS, P.hD","blockchain, prototyping, fungsi, dalam proses, proses",G6401221026
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221027
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221027
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221027
Perancangan Antarmuka Pengguna Web Mata Kuliah Interaksi Manusia Komputer untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, antarmuka pengguna grafis, proses, pengalaman pengguna, antarmuka pengguna",G6401221027
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221027
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221029
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221029
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401221029
Pengembangan Dashboard untuk Pemantauan Kemajuan Tugas Akhir Mahasiswa Sarjana (Studi Kasus: Departemen Ilmu Komputer IPB),"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","prototyping, ilmu komputer, fungsi",G6401221029
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401221029
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401221030
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401221030
Penerapan Scrum dengan Game-Based Retrospective: Starfish dalam Pengembangan Aplikasi Zikirin,"Firman Ardiansyah, S.Kom., M.Si.","process, scrum, software, software development, menjawab pertanyaan, perangkat lunak kolaboratif, proses pengembangan, proses, perangkat lunak, pengembangan perangkat lunak",G6401221030
Prediksi Kandidat Senyawa Herbal Sebagai Anti Inflamasi  COVID-19 Menggunakan Metode BLM-NII pada Jejaring Bipartite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","proses pengembangan, proses",G6401221030
Analisis Interaksi Antar Protein Menggunakan KDominant Skyline untuk Identifikasi Protein Signifikan Terkait Diabetes Mellitus,"Dr. Eng. Annisa, S.Kom, M.Kom","centrality measures, ins, skyline, topologi",G6401221030
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401221031
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401221031
